PARTNAME,SN,DATETIME,OKNG,BININFO,GLOSS1,GLOSS2,GLOSS3,L1,A1,B1,CMC1
Bucket,MJS0000049408028,,,L2-a3,,,,34.9543,1.3583,,
Bucket,MJS0000049408083,,,L2-a3,,,,34.2237,1.3419,,
Bucket,MJS0000049408087,,,L2-a3,,,,34.5047,1.4283,,
Bucket,MJS0000049408102,,,L2-a3,,,,34.7884,1.3469,,
Bucket,MJS0000049408137,,,L2-a3,,,,34.1027,1.4459,,
Bucket,MJS0000049408146,,,L2-a3,,,,34.3186,1.3594,,
Bucket,MJS0000049408193,,,L2-a3,,,,34.9474,1.3665,,
Bucket,MJS0000049408277,,,L2-a3,,,,35.0257,1.3916,,
Bucket,MJS0000049408281,,,L2-a3,,,,34.7913,1.374,,
Bucket,MJS0000049408286,,,L2-a3,,,,34.3782,1.3,,
Bucket,MJS0000049408349,,,L2-a3,,,,34.6724,1.3446,,
Bucket,MJS0000049408371,,,L2-a3,,,,34.118,1.385,,
Bucket,MJS0000049408372,,,L2-a3,,,,34.7615,1.3872,,
Bucket,MJS0000049408476,,,L2-a3,,,,34.1073,1.3774,,
Bucket,MJS0000049408905,,,L2-a3,,,,34.779,1.4439,,
Bucket,MJS0000049408948,,,L2-a3,,,,34.5349,1.3087,,
Bucket,MJS0000049408970,,,L2-a3,,,,34.8385,1.3491,,
Bucket,MJS0000049408979,,,L2-a3,,,,34.8831,1.3473,,
Bucket,MJS0000049408984,,,L2-a3,,,,34.9462,1.3131,,
Bucket,MJS0000049409006,,,L2-a3,,,,34.7202,1.336,,
Bucket,MJS0000049409051,,,L2-a3,,,,34.9963,1.3414,,
Bucket,MJS0000049409107,,,L2-a3,,,,34.7265,1.4439,,
Bucket,MJS0000049409148,,,L2-a3,,,,34.9205,1.4199,,
Bucket,MJS0000049409226,,,L2-a3,,,,34.6417,1.4054,,
Bucket,MJS0000049409281,,,L2-a3,,,,35.0363,1.3512,,
Bucket,MJS0000049409294,,,L2-a3,,,,34.6989,1.3338,,
Bucket,MJS0000049409324,,,L2-a3,,,,34.1734,1.3365,,
Bucket,MJS0000049409374,,,L2-a3,,,,34.1787,1.3065,,
Bucket,MJS0000049409396,,,L2-a3,,,,34.61,1.3861,,
Bucket,MJS0000049409492,,,L2-a3,,,,34.3413,1.4032,,
Bucket,MJS0000049409499,,,L2-a3,,,,34.7301,1.4292,,
Bucket,MJS0000049409510,,,L2-a3,,,,34.697,1.3436,,
Bucket,MJS0000049409741,,,L2-a3,,,,34.4098,1.3122,,
Bucket,MJS0000049409823,,,L2-a3,,,,34.4316,1.3981,,
Bucket,MJS0000049409851,,,L2-a3,,,,34.5418,1.3076,,
Bucket,MJS0000049409893,,,L2-a3,,,,34.5671,1.3262,,
Bucket,MJS0000049409902,,,L2-a3,,,,34.7312,1.4148,,
Bucket,MJS0000049409935,,,L2-a3,,,,34.2358,1.3946,,
Bucket,MJS0000049409967,,,L2-a3,,,,34.221,1.302,,
Bucket,MJS0000049410005,,,L2-a3,,,,34.5661,1.3812,,
Bucket,MJS0000049410076,,,L2-a3,,,,34.7905,1.431,,
Bucket,MJS0000049410151,,,L2-a3,,,,34.3734,1.3654,,
Bucket,MJS0000049410162,,,L2-a3,,,,34.3977,1.3752,,
Bucket,MJS0000049410179,,,L2-a3,,,,34.3064,1.3621,,
Bucket,MJS0000049410186,,,L2-a3,,,,34.1436,1.3153,,
Bucket,MJS0000049410222,,,L2-a3,,,,34.8337,1.371,,
Bucket,MJS0000049410227,,,L2-a3,,,,34.9873,1.3094,,
Bucket,MJS0000049410297,,,L2-a3,,,,34.4347,1.3491,,
Bucket,MJS0000049410325,,,L2-a3,,,,34.3721,1.3218,,
Bucket,MJS0000049410346,,,L2-a3,,,,34.2244,1.3773,,
Bucket,MJS0000049410507,,,L2-a3,,,,34.8429,1.3283,,
Bucket,MJS0000049410542,,,L2-a3,,,,34.4891,1.4063,,
Bucket,MJS0000049410560,,,L2-a3,,,,34.9675,1.3098,,
Bucket,MJS0000049410651,,,L2-a3,,,,34.0603,1.3714,,
Bucket,MJS0000049410696,,,L2-a3,,,,34.1711,1.3158,,
Bucket,MJS0000049410718,,,L2-a3,,,,34.1025,1.3408,,
Bucket,MJS0000049410731,,,L2-a3,,,,34.8014,1.3108,,
Bucket,MJS0000049410743,,,L2-a3,,,,34.073,1.364,,
Bucket,MJS0000049410752,,,L2-a3,,,,35.0393,1.3003,,
Bucket,MJS0000049410809,,,L2-a3,,,,34.081,1.4014,,
Bucket,MJS0000049410866,,,L2-a3,,,,34.8855,1.312,,
Bucket,MJS0000049410923,,,L2-a3,,,,34.9031,1.3446,,
Bucket,MJS0000049411042,,,L2-a3,,,,34.5656,1.3523,,
Bucket,MJS0000049411149,,,L2-a3,,,,34.5222,1.4081,,
Bucket,MJS0000049411175,,,L2-a3,,,,34.5737,1.3894,,
Bucket,MJS0000049411226,,,L2-a3,,,,34.4735,1.3076,,
Bucket,MJS0000049411239,,,L2-a3,,,,34.9036,1.3763,,
Bucket,MJS0000049411241,,,L2-a3,,,,34.0924,1.3513,,
Bucket,MJS0000049411273,,,L2-a3,,,,34.9506,1.3556,,
Bucket,MJS0000049411295,,,L2-a3,,,,34.652,1.3283,,
Bucket,MJS0000049411307,,,L2-a3,,,,34.553,1.3196,,
Bucket,MJS0000049411315,,,L2-a3,,,,34.8216,1.3993,,
Bucket,MJS0000049411318,,,L2-a3,,,,34.1267,1.3458,,
Bucket,MJS0000049411325,,,L2-a3,,,,34.6983,1.3021,,
Bucket,MJS0000049411601,,,L2-a3,,,,34.3596,1.3959,,
Bucket,MJS0000049411775,,,L2-a3,,,,34.0664,1.3685,,
Bucket,MJS0000049411779,,,L2-a3,,,,34.5772,1.3457,,
Bucket,MJS0000049411787,,,L2-a3,,,,35.0254,1.3086,,
Bucket,MJS0000049411796,,,L2-a3,,,,34.1279,1.4486,,
Bucket,MJS0000049411846,,,L2-a3,,,,34.4629,1.3512,,
Bucket,MJS0000049411864,,,L2-a3,,,,34.4581,1.3192,,
Bucket,MJS0000049411907,,,L2-a3,,,,34.299,1.3554,,
Bucket,MJS0000049412048,,,L2-a3,,,,34.6695,1.3665,,
Bucket,MJS0000049412079,,,L2-a3,,,,34.3663,1.4446,,
Bucket,MJS0000049412096,,,L2-a3,,,,34.6833,1.3621,,
Bucket,MJS0000049412205,,,L2-a3,,,,35.0348,1.4405,,
Bucket,MJS0000049412214,,,L2-a3,,,,35.0388,1.3447,,
Bucket,MJS0000049412285,,,L2-a3,,,,34.5794,1.323,,
Bucket,MJS0000049412364,,,L2-a3,,,,34.471,1.4057,,
Bucket,MJS0000049412372,,,L2-a3,,,,34.5499,1.4373,,
Bucket,MJS0000049412376,,,L2-a3,,,,34.1645,1.3194,,
Bucket,MJS0000049412390,,,L2-a3,,,,34.9875,1.3491,,
Bucket,MJS0000049412430,,,L2-a3,,,,34.4312,1.3144,,
Bucket,MJS0000049412439,,,L2-a3,,,,34.5737,1.3828,,
Bucket,MJS0000049412464,,,L2-a3,,,,34.2844,1.3943,,
Bucket,MJS0000049412465,,,L2-a3,,,,34.8093,1.3986,,
Bucket,MJS0000049412479,,,L2-a3,,,,34.8973,1.3632,,
Bucket,MJS0000049412487,,,L2-a3,,,,34.8354,1.3283,,
Bucket,MJS0000049412497,,,L2-a3,,,,34.4133,1.3635,,
Bucket,MJS0000049412513,,,L2-a3,,,,34.4128,1.3027,,
Bucket,MJS0000049412524,,,L2-a3,,,,34.9743,1.3142,,
Bucket,MJS0000049412599,,,L2-a3,,,,34.5944,1.3927,,
Bucket,MJS0000049412660,,,L2-a3,,,,34.6344,1.3654,,
Bucket,MJS0000049412682,,,L2-a3,,,,34.8441,1.397,,
Bucket,MJS0000049412811,,,L2-a3,,,,34.9656,1.3174,,
Bucket,MJS0000049412822,,,L2-a3,,,,34.5589,1.3708,,
Bucket,MJS0000049412828,,,L2-a3,,,,34.9523,1.3225,,
Bucket,MJS0000049412869,,,L2-a3,,,,34.4434,1.3284,,
Bucket,MJS0000049412914,,,L2-a3,,,,34.124,1.3676,,
Bucket,MJS0000049412929,,,L2-a3,,,,34.981,1.3814,,
Bucket,MJS0000049412946,,,L2-a3,,,,35.0388,1.3251,,
Bucket,MJS0000049412991,,,L2-a3,,,,34.3599,1.3847,,
Bucket,MJS0000049413019,,,L2-a3,,,,34.8999,1.3022,,
Bucket,MJS0000049413033,,,L2-a3,,,,34.1312,1.3414,,
Bucket,MJS0000049413047,,,L2-a3,,,,34.6182,1.3523,,
Bucket,MJS0000049413058,,,L2-a3,,,,34.6778,1.3203,,
Bucket,MJS0000049413069,,,L2-a3,,,,34.6776,1.3905,,
Bucket,MJS0000049413078,,,L2-a3,,,,34.299,1.35,,
Bucket,MJS0000049413091,,,L2-a3,,,,34.297,1.3149,,
Bucket,MJS0000049413124,,,L2-a3,,,,34.6922,1.3554,,
Bucket,MJS0000049413181,,,L2-a3,,,,34.1679,1.3448,,
Bucket,MJS0000049413258,,,L2-a3,,,,34.4766,1.404,,
Bucket,MJS0000049413275,,,L2-a3,,,,34.3333,1.397,,
Bucket,MJS0000049413296,,,L2-a3,,,,34.4034,1.35,,
Bucket,MJS0000049413362,,,L2-a3,,,,34.398,1.3686,,
Bucket,MJS0000049413387,,,L2-a3,,,,34.1487,1.4459,,
Bucket,MJS0000049413400,,,L2-a3,,,,34.7036,1.3713,,
Bucket,MJS0000049413457,,,L2-a3,,,,34.5693,1.4068,,
Bucket,MJS0000049413462,,,L2-a3,,,,34.9726,1.3203,,
Bucket,MJS0000049413481,,,L2-a3,,,,34.1704,1.3635,,
Bucket,MJS0000049413489,,,L2-a3,,,,34.6734,1.3392,,
Bucket,MJS0000049413517,,,L2-a3,,,,34.6299,1.3518,,
Bucket,MJS0000049413591,,,L2-a3,,,,34.2248,1.4256,,
Bucket,MJS0000049413682,,,L2-a3,,,,34.1804,1.4243,,
Bucket,MJS0000049413717,,,L2-a3,,,,34.5261,1.3044,,
Bucket,MJS0000049413728,,,L2-a3,,,,34.3878,1.3218,,
Bucket,MJS0000049413759,,,L2-a3,,,,34.749,1.3469,,
Bucket,MJS0000049413824,,,L2-a3,,,,34.3589,1.3583,,
Bucket,MJS0000049413831,,,L2-a3,,,,34.8698,1.3458,,
Bucket,MJS0000049413998,,,L2-a3,,,,34.0821,1.3676,,
Bucket,MJS0000049414020,,,L2-a3,,,,34.8736,1.3959,,
Bucket,MJS0000049414042,,,L2-a3,,,,35.0231,1.3344,,
Bucket,MJS0000049414159,,,L2-a3,,,,34.748,1.3924,,
Bucket,MJS0000049414170,,,L2-a3,,,,34.9775,1.3594,,
Bucket,MJS0000049414173,,,L2-a3,,,,34.8911,1.4068,,
Bucket,MJS0000049414176,,,L2-a3,,,,34.4184,1.3501,,
Bucket,MJS0000049414280,,,L2-a3,,,,34.4068,1.3446,,
Bucket,MJS0000049414296,,,L2-a3,,,,34.9255,1.3403,,
Bucket,MJS0000049414304,,,L2-a3,,,,34.35,1.4432,,
Bucket,MJS0000049414343,,,L2-a3,,,,34.8439,1.4243,,
Bucket,MJS0000049414361,,,L2-a3,,,,34.0913,1.3743,,
Bucket,MJS0000049414399,,,L2-a3,,,,34.8001,1.3509,,
Bucket,MJS0000049414401,,,L2-a3,,,,34.8415,1.3878,,
Bucket,MJS0000049414404,,,L2-a3,,,,34.2413,1.3283,,
Bucket,MJS0000049414431,,,L2-a3,,,,34.5374,1.3135,,
Bucket,MJS0000049414922,,,L2-a3,,,,34.4202,1.3068,,
Bucket,MJS0000049414926,,,L2-a3,,,,34.0504,1.3229,,
Bucket,MJS0000049414930,,,L2-a3,,,,34.1981,1.3556,,
Bucket,MJS0000049414937,,,L2-a3,,,,34.9448,1.3865,,
Bucket,MJS0000049414953,,,L2-a3,,,,34.4143,1.3162,,
Bucket,MJS0000049414956,,,L2-a3,,,,34.7977,1.4105,,
Bucket,MJS0000049414962,,,L2-a3,,,,34.7985,1.3324,,
Bucket,MJS0000049414991,,,L2-a3,,,,34.4216,1.35,,
Bucket,MJS0000049415086,,,L2-a3,,,,34.2575,1.3662,,
Bucket,MJS0000049415104,,,L2-a3,,,,34.3227,1.3545,,
Bucket,MJS0000049415297,,,L2-a3,,,,35.0201,1.405,,
Bucket,MJS0000049415415,,,L2-a3,,,,34.4242,1.4337,,
Bucket,MJS0000049415435,,,L2-a3,,,,34.6983,1.3262,,
Bucket,MJS0000049415575,,,L2-a3,,,,34.1555,1.346,,
Bucket,MJS0000049415787,,,L2-a3,,,,34.4956,1.4,,
Bucket,MJS0000049415904,,,L2-a3,,,,34.8078,1.3431,,
Bucket,MJS0000049416124,,,L2-a3,,,,34.6536,1.3554,,
Bucket,MJS0000049416500,,,L2-a3,,,,34.8316,1.4243,,
Bucket,MJS0000049416513,,,L2-a3,,,,34.0889,1.3446,,
Bucket,MJS0000049416544,,,L2-a3,,,,34.4512,1.3581,,
Bucket,MJS0000049416566,,,L2-a3,,,,34.8491,1.36,,
Bucket,MJS0000049416686,,,L2-a3,,,,34.9374,1.3818,,
Bucket,MJS0000049416727,,,L2-a3,,,,34.7468,1.4165,,
Bucket,MJS0000049416736,,,L2-a3,,,,34.4998,1.3807,,
Bucket,MJS0000049416744,,,L2-a3,,,,34.8729,1.3409,,
Bucket,MJS0000049416754,,,L2-a3,,,,34.3596,1.3954,,
Bucket,MJS0000049416774,,,L2-a3,,,,34.3527,1.3164,,
Bucket,MJS0000049416787,,,L2-a3,,,,34.5464,1.4419,,
Bucket,MJS0000049416816,,,L2-a3,,,,34.9742,1.3575,,
Bucket,MJS0000049416851,,,L2-a3,,,,34.3094,1.3905,,
Bucket,MJS0000049416862,,,L2-a3,,,,34.9812,1.3087,,
Bucket,MJS0000049416864,,,L2-a3,,,,34.1347,1.3356,,
Bucket,MJS0000049416871,,,L2-a3,,,,34.4948,1.4085,,
Bucket,MJS0000049416890,,,L2-a3,,,,34.8942,1.3327,,
Bucket,MJS0000049416903,,,L2-a3,,,,34.9252,1.3751,,
Bucket,MJS0000049416963,,,L2-a3,,,,34.5215,1.3838,,
Bucket,MJS0000049416973,,,L2-a3,,,,34.6689,1.3589,,
Bucket,MJS0000049416980,,,L2-a3,,,,34.7772,1.3109,,
Bucket,MJS0000049416988,,,L2-a3,,,,34.3925,1.3338,,
Bucket,MJS0000049416999,,,L2-a3,,,,34.4266,1.3523,,
Bucket,MJS0000049417046,,,L2-a3,,,,34.7959,1.397,,
Bucket,MJS0000049417050,,,L2-a3,,,,34.9393,1.4134,,
Bucket,MJS0000049417200,,,L2-a3,,,,35.0116,1.3936,,
Bucket,MJS0000049417225,,,L2-a3,,,,34.2958,1.397,,
Bucket,MJS0000049417250,,,L2-a3,,,,34.5074,1.4155,,
Bucket,MJS0000049417252,,,L2-a3,,,,34.3524,1.3081,,
Bucket,MJS0000049417268,,,L2-a3,,,,34.8197,1.348,,
Bucket,MJS0000049417284,,,L2-a3,,,,34.5409,1.4324,,
Bucket,MJS0000049417292,,,L2-a3,,,,34.2229,1.3757,,
Bucket,MJS0000049417381,,,L2-a3,,,,34.9024,1.4202,,
Bucket,MJS0000049417395,,,L2-a3,,,,34.0543,1.3905,,
Bucket,MJS0000049417446,,,L2-a3,,,,34.7006,1.3954,,
Bucket,MJS0000049417530,,,L2-a3,,,,34.6353,1.3757,,
Bucket,MJS0000049417675,,,L2-a3,,,,34.2963,1.378,,
Bucket,MJS0000049417686,,,L2-a3,,,,34.6957,1.3282,,
Bucket,MJS0000049417782,,,L2-a3,,,,34.9434,1.386,,
Bucket,MJS0000049417832,,,L2-a3,,,,34.1176,1.3716,,
Bucket,MJS0000049417856,,,L2-a3,,,,34.377,1.3649,,
Bucket,MJS0000049417885,,,L2-a3,,,,35.0268,1.36,,
Bucket,MJS0000049417944,,,L2-a3,,,,34.726,1.3531,,
Bucket,MJS0000049417969,,,L2-a3,,,,34.9286,1.3174,,
Bucket,MJS0000049417985,,,L2-a3,,,,34.1473,1.4019,,
Bucket,MJS0000049418045,,,L2-a3,,,,34.3602,1.3213,,
Bucket,MJS0000049418060,,,L2-a3,,,,34.8528,1.4379,,
Bucket,MJS0000049418131,,,L2-a3,,,,34.2501,1.3294,,
Bucket,MJS0000049418168,,,L2-a3,,,,35.0151,1.3635,,
Bucket,MJS0000049418190,,,L2-a3,,,,34.8529,1.3581,,
Bucket,MJS0000049418237,,,L2-a3,,,,34.7202,1.3807,,
Bucket,MJS0000049418248,,,L2-a3,,,,34.2535,1.4351,,
Bucket,MJS0000049418284,,,L2-a3,,,,34.2757,1.3512,,
Bucket,MJS0000049418298,,,L2-a3,,,,34.7502,1.3861,,
Bucket,MJS0000049418338,,,L2-a3,,,,34.8232,1.3811,,
Bucket,MJS0000049418693,,,L2-a3,,,,34.3965,1.4459,,
Bucket,MJS0000049418739,,,L2-a3,,,,34.1249,1.3153,,
Bucket,MJS0000049418829,,,L2-a3,,,,34.1393,1.4112,,
Bucket,MJS0000049418835,,,L2-a3,,,,34.8645,1.3189,,
Bucket,MJS0000049418837,,,L2-a3,,,,34.1931,1.3785,,
Bucket,MJS0000049418948,,,L2-a3,,,,34.7812,1.4368,,
Bucket,MJS0000049419051,,,L2-a3,,,,34.4424,1.3027,,
Bucket,MJS0000049419171,,,L2-a3,,,,34.5274,1.3327,,
Bucket,MJS0000049419177,,,L2-a3,,,,34.5825,1.3065,,
Bucket,MJS0000049419202,,,L2-a3,,,,34.4716,1.3757,,
Bucket,MJS0000049419213,,,L2-a3,,,,34.9241,1.3743,,
Bucket,MJS0000049419230,,,L2-a3,,,,34.24,1.3709,,
Bucket,MJS0000049419245,,,L2-a3,,,,34.6763,1.3605,,
Bucket,MJS0000049419274,,,L2-a3,,,,34.2926,1.3973,,
Bucket,MJS0000049419292,,,L2-a3,,,,34.3127,1.3807,,
Bucket,MJS0000049419347,,,L2-a3,,,,34.8798,1.3153,,
Bucket,MJS0000049419366,,,L2-a3,,,,35.0244,1.4006,,
Bucket,MJS0000049419421,,,L2-a3,,,,34.6671,1.3564,,
Bucket,MJS0000049419440,,,L2-a3,,,,34.4238,1.3794,,
Bucket,MJS0000049419467,,,L2-a3,,,,34.1065,1.3955,,
Bucket,MJS0000049419476,,,L2-a3,,,,34.7985,1.3662,,
Bucket,MJS0000049419488,,,L2-a3,,,,34.4422,1.3262,,
Bucket,MJS0000049419494,,,L2-a3,,,,34.44,1.3567,,
Bucket,MJS0000049419526,,,L2-a3,,,,34.6827,1.4446,,
Bucket,MJS0000049419552,,,L2-a3,,,,34.3371,1.3065,,
Bucket,MJS0000049419559,,,L2-a3,,,,34.7944,1.3419,,
Bucket,MJS0000049419591,,,L2-a3,,,,34.5077,1.3413,,
Bucket,MJS0000049419606,,,L2-a3,,,,34.7434,1.3,,
Bucket,MJS0000049419679,,,L2-a3,,,,34.1142,1.4264,,
Bucket,MJS0000049419718,,,L2-a3,,,,34.3506,1.3674,,
Bucket,MJS0000049419770,,,L2-a3,,,,34.8636,1.3889,,
Bucket,MJS0000049419784,,,L2-a3,,,,34.8318,1.3097,,
Bucket,MJS0000049419801,,,L2-a3,,,,34.8967,1.3469,,
Bucket,MJS0000049419837,,,L2-a3,,,,34.8248,1.3127,,
Bucket,MJS0000049419841,,,L2-a3,,,,35.0162,1.3322,,
Bucket,MJS0000049419897,,,L2-a3,,,,34.19,1.3425,,
Bucket,MJS0000049419925,,,L2-a3,,,,34.8241,1.3142,,
Bucket,MJS0000049419940,,,L2-a3,,,,34.0541,1.3959,,
Bucket,MJS0000049419957,,,L2-a3,,,,34.58,1.3676,,
Bucket,MJS0000049419980,,,L2-a3,,,,34.4265,1.4357,,
Bucket,MJS0000049420034,,,L2-a3,,,,34.4813,1.3311,,
Bucket,MJS0000049420108,,,L2-a3,,,,34.6232,1.3065,,
Bucket,MJS0000049420171,,,L2-a3,,,,34.2848,1.3629,,
Bucket,MJS0000049420203,,,L2-a3,,,,34.171,1.3503,,
Bucket,MJS0000049420219,,,L2-a3,,,,34.092,1.3315,,
Bucket,MJS0000049420232,,,L2-a3,,,,34.8423,1.397,,
Bucket,MJS0000049420249,,,L2-a3,,,,34.2809,1.3454,,
Bucket,MJS0000049420335,,,L2-a3,,,,34.8986,1.3133,,
Bucket,MJS0000049420403,,,L2-a3,,,,34.2531,1.3017,,
Bucket,MJS0000049420535,,,L2-a3,,,,34.7412,1.3729,,
Bucket,MJS0000049420638,,,L2-a3,,,,34.7584,1.3512,,
Bucket,MJS0000049420654,,,L2-a3,,,,34.845,1.4365,,
Bucket,MJS0000049420830,,,L2-a3,,,,34.4059,1.3235,,
Bucket,MJS0000049420909,,,L2-a3,,,,34.2363,1.4003,,
Bucket,MJS0000049420920,,,L2-a3,,,,34.4929,1.4405,,
Bucket,MJS0000049420952,,,L2-a3,,,,34.8074,1.4297,,
Bucket,MJS0000049420967,,,L2-a3,,,,35.0351,1.3937,,
Bucket,MJS0000049420984,,,L2-a3,,,,34.459,1.3336,,
Bucket,MJS0000049421019,,,L2-a3,,,,34.8346,1.4083,,
Bucket,MJS0000049421036,,,L2-a3,,,,34.5127,1.4069,,
Bucket,MJS0000049421041,,,L2-a3,,,,34.8598,1.3131,,
Bucket,MJS0000049421043,,,L2-a3,,,,34.5836,1.3076,,
Bucket,MJS0000049421049,,,L2-a3,,,,34.5387,1.3872,,
Bucket,MJS0000049421088,,,L2-a3,,,,34.4041,1.3916,,
Bucket,MJS0000049421094,,,L2-a3,,,,34.4998,1.3986,,
Bucket,MJS0000049421163,,,L2-a3,,,,34.8723,1.3501,,
Bucket,MJS0000049421168,,,L2-a3,,,,34.7412,1.3986,,
Bucket,MJS0000049421942,,,L2-a3,,,,34.5465,1.3591,,
Bucket,MJS0000049421976,,,L2-a3,,,,34.9512,1.3425,,
Bucket,MJS0000049421986,,,L2-a3,,,,34.9068,1.3892,,
Bucket,MJS0000049422036,,,L2-a3,,,,35.0159,1.3207,,
Bucket,MJS0000049422038,,,L2-a3,,,,34.9098,1.3311,,
Bucket,MJS0000049422040,,,L2-a3,,,,34.3922,1.3262,,
Bucket,MJS0000049422050,,,L2-a3,,,,34.5434,1.3959,,
Bucket,MJS0000049422055,,,L2-a3,,,,34.9854,1.3973,,
Bucket,MJS0000049422060,,,L2-a3,,,,34.1199,1.3142,,
Bucket,MJS0000049422072,,,L2-a3,,,,34.4746,1.3192,,
Bucket,MJS0000049422088,,,L2-a3,,,,34.4885,1.3889,,
Bucket,MJS0000049422103,,,L2-a3,,,,34.4422,1.3545,,
Bucket,MJS0000049422104,,,L2-a3,,,,34.185,1.3512,,
Bucket,MJS0000049422129,,,L2-a3,,,,34.625,1.3621,,
Bucket,MJS0000049422143,,,L2-a3,,,,34.5855,1.4336,,
Bucket,MJS0000049422151,,,L2-a3,,,,34.6946,1.3027,,
Bucket,MJS0000049422199,,,L2-a3,,,,34.9787,1.3497,,
Bucket,MJS0000049422211,,,L2-a3,,,,34.9712,1.3022,,
Bucket,MJS0000049422212,,,L2-a3,,,,34.5105,1.3665,,
Bucket,MJS0000049422250,,,L2-a3,,,,34.8554,1.3752,,
Bucket,MJS0000049422276,,,L2-a3,,,,34.5944,1.348,,
Bucket,MJS0000049422287,,,L2-a3,,,,34.3313,1.3788,,
Bucket,MJS0000049422310,,,L2-a3,,,,34.4341,1.4254,,
Bucket,MJS0000049422327,,,L2-a3,,,,34.7303,1.3186,,
Bucket,MJS0000049422361,,,L2-a3,,,,34.2482,1.3153,,
Bucket,MJS0000049422372,,,L2-a3,,,,34.3012,1.3984,,
Bucket,MJS0000049422450,,,L2-a3,,,,34.3853,1.3294,,
Bucket,MJS0000049422520,,,L2-a3,,,,34.7027,1.36,,
Bucket,MJS0000049422523,,,L2-a3,,,,34.1275,1.3168,,
Bucket,MJS0000049422541,,,L2-a3,,,,34.697,1.3948,,
Bucket,MJS0000049422584,,,L2-a3,,,,34.2569,1.4074,,
Bucket,MJS0000049422604,,,L2-a3,,,,34.3997,1.3698,,
Bucket,MJS0000049422674,,,L2-a3,,,,34.6926,1.4166,,
Bucket,MJS0000049422879,,,L2-a3,,,,34.8667,1.397,,
Bucket,MJS0000049422890,,,L2-a3,,,,34.9577,1.3473,,
Bucket,MJS0000049422908,,,L2-a3,,,,34.2999,1.363,,
Bucket,MJS0000049422912,,,L2-a3,,,,34.3077,1.4308,,
Bucket,MJS0000049422947,,,L2-a3,,,,34.9258,1.3188,,
Bucket,MJS0000049422997,,,L2-a3,,,,34.782,1.3694,,
Bucket,MJS0000049423010,,,L2-a3,,,,34.2263,1.4166,,
Bucket,MJS0000049423028,,,L2-a3,,,,34.3214,1.3578,,
Bucket,MJS0000049423052,,,L2-a3,,,,34.4979,1.4337,,
Bucket,MJS0000049423345,,,L2-a3,,,,34.7615,1.3861,,
Bucket,MJS0000049423443,,,L2-a3,,,,34.5987,1.4057,,
Bucket,MJS0000049423654,,,L2-a3,,,,34.8761,1.336,,
Bucket,MJS0000049423699,,,L2-a3,,,,35.0149,1.3327,,
Bucket,MJS0000049423832,,,L2-a3,,,,35.018,1.3122,,
Bucket,MJS0000049423870,,,L2-a3,,,,34.4466,1.3698,,
Bucket,MJS0000049423916,,,L2-a3,,,,34.9781,1.3861,,
Bucket,MJS0000049423942,,,L2-a3,,,,34.349,1.3827,,
Bucket,MJS0000049424103,,,L2-a3,,,,34.7947,1.3316,,
Bucket,MJS0000049424123,,,L2-a3,,,,34.4028,1.3921,,
Bucket,MJS0000049424143,,,L2-a3,,,,35.0338,1.4446,,
Bucket,MJS0000049424163,,,L2-a3,,,,34.444,1.3182,,
Bucket,MJS0000049424192,,,L2-a3,,,,34.0842,1.373,,
Bucket,MJS0000049424205,,,L2-a3,,,,35.0361,1.3509,,
Bucket,MJS0000049424211,,,L2-a3,,,,34.4535,1.3349,,
Bucket,MJS0000049424218,,,L2-a3,,,,34.8973,1.4313,,
Bucket,MJS0000049424227,,,L2-a3,,,,34.75,1.45,,
Bucket,MJS0000049424241,,,L2-a3,,,,34.6968,1.3391,,
Bucket,MJS0000049424278,,,L2-a3,,,,34.5462,1.324,,
Bucket,MJS0000049424322,,,L2-a3,,,,34.4635,1.3589,,
Bucket,MJS0000049424327,,,L2-a3,,,,35.0131,1.327,,
Bucket,MJS0000049424345,,,L2-a3,,,,34.4698,1.3414,,
Bucket,MJS0000049424353,,,L2-a3,,,,34.9517,1.3021,,
Bucket,MJS0000049424374,,,L2-a3,,,,34.7037,1.3821,,
Bucket,MJS0000049424405,,,L2-a3,,,,34.1133,1.386,,
Bucket,MJS0000049424413,,,L2-a3,,,,34.6488,1.3818,,
Bucket,MJS0000049424505,,,L2-a3,,,,34.4786,1.4175,,
Bucket,MJS0000049424511,,,L2-a3,,,,34.935,1.3851,,
Bucket,MJS0000049424527,,,L2-a3,,,,34.6632,1.3294,,
Bucket,MJS0000049424537,,,L2-a3,,,,35.0394,1.427,,
Bucket,MJS0000049424544,,,L2-a3,,,,34.4942,1.3818,,
Bucket,MJS0000049424547,,,L2-a3,,,,34.8885,1.4378,,
Bucket,MJS0000049424553,,,L2-a3,,,,34.4908,1.4308,,
Bucket,MJS0000049424556,,,L2-a3,,,,34.4238,1.3321,,
Bucket,MJS0000049424558,,,L2-a3,,,,34.3072,1.4098,,
Bucket,MJS0000049424566,,,L2-a3,,,,34.9005,1.3534,,
Bucket,MJS0000049424612,,,L2-a3,,,,34.6961,1.4473,,
Bucket,MJS0000049424620,,,L2-a3,,,,34.1754,1.3824,,
Bucket,MJS0000049424643,,,L2-a3,,,,34.2822,1.3635,,
Bucket,MJS0000049424681,,,L2-a3,,,,34.8946,1.4011,,
Bucket,MJS0000049424700,,,L2-a3,,,,34.6688,1.326,,
Bucket,MJS0000049424716,,,L2-a3,,,,34.8867,1.4166,,
